topicID,avg_prec,prec_at_1,prec_at_10,dcg,ndcg,run_tag
429,0.694484126984127,1,0.5,2.9484591188793923,0.8278453205901105,dir1500
430,0.6623015873015874,1,0.4,2.9642630869047912,0.9467676761267002,dir1500
431,0.3003571428571429,0,0.3,1.4871369406794797,0.5652514814052743,dir1500
432,0.03111111111111111,0,0.2,0.6164948724497099,0.30824743622485495,dir1500
433,0.0,0,0.0,0.0,0.0,dir1500
434,0.1928968253968254,0,0.1,1.0,1.0,dir1500
435,0.0,0,0.0,0.0,0.0,dir1500
436,0.628095238095238,0,0.6,3.2817924522127258,0.8311577639289647,dir1500
437,0.0,0,0.0,0.0,0.0,dir1500
438,0.0,0,0.0,0.0,0.0,dir1500
439,0.09817460317460318,0,0.2,0.7201861405678749,0.36009307028393744,dir1500
440,0.25869047619047614,0,0.3,1.3175293653079347,0.500784699218747,dir1500
441,0.7822619047619048,1,0.6,3.733278375538602,0.9455026032023701,dir1500
442,0.3024603174603175,0,0.2,1.5,0.75,dir1500
443,0.13246031746031744,0,0.2,0.7868837451814152,0.3934418725907076,dir1500
444,0.0,0,0.0,0.0,0.0,dir1500
445,0.08456349206349206,0,0.1,0.43067655807339306,0.43067655807339306,dir1500
446,0.2574603174603175,0,0.2,1.3868528072345416,0.6934264036172708,dir1500
447,0.0,0,0.0,0.0,0.0,dir1500
448,0.0,0,0.0,0.0,0.0,dir1500
449,0.2928968253968254,1,0.1,1.0,1.0,dir1500
450,0.24107142857142855,0,0.3,1.3511158941393324,0.5135507294731864,dir1500
average,0.3213753968253969,0.42,0.2619999999999999,1.546450324362946,0.5844653898922755,dir1500
401,0.0,0,0.0,0.0,0.0,okapi
402,0.548531746031746,1,0.5,2.5763933276758975,0.7233795939916914,okapi
403,0.5428174603174603,0,0.6,3.105696301651396,0.7865590621925497,okapi
404,0.0,0,0.0,0.0,0.0,okapi
405,0.09817460317460318,0,0.2,0.7201861405678749,0.36009307028393744,okapi
406,0.3694047619047619,0,0.3,1.9642630869047908,0.7466041555227104,okapi
407,0.681031746031746,1,0.5,3.2023176840202705,0.8991217455871335,okapi
408,0.36190476190476184,1,0.3,1.6716720638937508,0.6353921314791756,okapi
409,0.09456349206349206,0,0.2,0.7317065537373743,0.3658532768686871,okapi
410,0.7382539682539683,1,0.4,3.1309297535714578,1.0,okapi
411,0.663531746031746,1,0.5,2.894939644978184,0.8128185407559038,okapi
412,0.8843253968253967,1,0.7,4.207323081247355,0.9773865805568569,okapi
413,0.0,0,0.0,0.0,0.0,okapi
414,0.10956349206349207,0,0.1,0.5,0.5,okapi
415,0.2928968253968254,1,0.1,1.0,1.0,okapi
416,0.0,0,0.0,0.0,0.0,okapi
417,0.7101984126984127,1,0.5,3.3204702740128136,0.932295706899544,okapi
418,0.8564285714285715,1,0.6,3.894939644978184,0.9864454785297619,okapi
419,0.5703571428571428,1,0.3,2.430676558073393,0.9238850086262381,okapi
420,0.8071031746031746,1,0.9,4.254494511770458,0.8588926998339694,okapi
421,0.0,0,0.0,0.0,0.0,okapi
422,0.23884920634920634,0,0.5,1.8366810130175848,0.5156889482738347,okapi
423,0.0,0,0.0,0.0,0.0,okapi
424,0.047896825396825396,0,0.1,0.3562071871080222,0.3562071871080222,okapi
425,0.7755952380952381,1,0.7,3.9340242377576446,0.9138976074140198,okapi
426,0.2985714285714286,0,0.3,1.7461414348591218,0.6636974751943697,okapi
427,0.37746031746031744,1,0.2,1.4306765580733931,0.7153382790366966,okapi
428,0.10956349206349207,0,0.1,0.5,0.5,okapi
429,0.663531746031746,1,0.5,2.894939644978184,0.8128185407559038,okapi
430,0.529920634920635,0,0.4,2.5616063116448506,0.8181615409042062,okapi
431,0.0,0,0.0,0.0,0.0,okapi
432,0.0,0,0.0,0.0,0.0,okapi
433,0.0,0,0.0,0.0,0.0,okapi
434,0.1428968253968254,0,0.1,0.6309297535714575,0.6309297535714575,okapi
435,0.0,0,0.0,0.0,0.0,okapi
436,0.8058730158730159,1,0.8,4.323817953697065,0.9322592259473106,okapi
437,0.0,0,0.0,0.0,0.0,okapi
438,0.047896825396825396,0,0.1,0.3562071871080222,0.3562071871080222,okapi
439,0.0,0,0.0,0.0,0.0,okapi
440,0.8028174603174602,1,0.5,3.5177825608059994,0.9876955095526512,okapi
441,0.633095238095238,1,0.6,3.0070698857492903,0.7615806052976746,okapi
442,0.07456349206349207,0,0.2,0.6878828028985229,0.34394140144926144,okapi
443,0.047896825396825396,0,0.1,0.3562071871080222,0.3562071871080222,okapi
444,0.0,0,0.0,0.0,0.0,okapi
445,0.20746031746031748,0,0.2,1.0177825608059992,0.5088912804029996,okapi
446,0.03361111111111111,0,0.1,0.3333333333333333,0.3333333333333333,okapi
447,0.0,0,0.0,0.0,0.0,okapi
448,0.0,0,0.0,0.0,0.0,okapi
449,0.2928968253968254,1,0.1,1.0,1.0,okapi
450,0.5453571428571429,1,0.3,2.1309297535714578,0.8099531166420328,okapi
average,0.3000968253968254,0.38,0.25199999999999995,1.4445645598634236,0.4965107046045595,okapi
